timestamp,zone_id,latitude,longitude,traffic_speed,vehicle_count,road_type,weather,is_holiday,is_special_event,distance_km,travel_time_min
2026-03-16 01:02:17.445423,C3,12.940289156092502,77.67833862905168,15.43,96,city,rain,0,0,7.36,32.58
2026-03-16 01:02:17.445423,H2,12.785172531359212,77.65106897389828,56.66,91,highway,clear,0,0,7.96,11.04
2026-03-16 01:02:17.445423,C1,12.772248417412344,77.44290656255,8.91,94,city,rain,0,0,8.54,59.04
2026-03-16 01:02:17.445423,H1,12.832694238120368,77.49057821743274,40.75,100,highway,fog,0,0,2.88,6.32
2026-03-16 01:02:17.445423,C2,12.701628950238609,77.41549737510432,23.45,59,city,clear,0,0,2.83,7.41
2026-03-16 02:02:17.445423,H1,12.75193835392675,77.42751630174726,52.8,81,highway,clear,0,0,8.36,10.83
2026-03-16 02:02:17.445423,H2,12.871723944987592,77.44353907639952,41.39,95,highway,fog,0,0,9.63,15.37
2026-03-16 02:02:17.445423,C1,12.982178322908656,77.44453169697601,34.84,72,city,clear,0,0,11.65,21.61
2026-03-16 02:02:17.445423,C2,12.783422663734378,77.49141138112824,26.94,72,city,clear,0,0,8.13,18.29
2026-03-16 02:02:17.445423,C3,12.765288558009088,77.5764918745227,26.95,66,city,clear,0,0,11.37,28.31
2026-03-16 02:02:17.445423,R1,12.871737379936635,77.56973157012958,33.24,55,rural,rain,0,0,8.74,16.36
2026-03-16 02:02:17.445423,R2,12.864743315079904,77.52942545855396,45.09,60,rural,clear,0,0,10.37,15.13
2026-03-16 03:02:17.445423,R2,12.817771814752575,77.42401478509385,37.86,60,rural,rain,0,0,6.78,10.53
2026-03-16 03:02:17.445423,R1,12.95089128716507,77.69673990080508,54.58,32,rural,clear,0,0,7.12,10.57
2026-03-16 03:02:17.445423,C3,12.816352508549095,77.59226659037584,27.7,76,city,clear,0,0,8.84,19.63
2026-03-16 03:02:17.445423,H2,12.952597963311838,77.41667037507206,52.03,93,highway,clear,0,0,9.37,9.92
2026-03-16 03:02:17.445423,H1,12.976317159188557,77.55108987755493,56.78,83,highway,clear,0,0,5.8,8.78
2026-03-16 03:02:17.445423,C1,12.70440485306802,77.6481520273562,13.34,98,city,rain,0,0,6.06,26.97
2026-03-16 03:02:17.445423,C2,12.809475808323475,77.68752875427029,17.58,81,city,fog,0,0,8.43,28.05
2026-03-16 04:02:17.445423,H1,12.972131086646865,77.41339472669227,50.74,95,highway,clear,0,0,9.8,9.89
2026-03-16 04:02:17.445423,H2,12.725234600367065,77.47310023621671,37.06,109,highway,rain,0,0,6.99,13.26
2026-03-16 04:02:17.445423,C1,12.717432544516434,77.50998251547978,28.04,75,city,clear,0,0,8.61,20.37
2026-03-16 04:02:17.445423,C2,12.95560465506435,77.55143744487104,17.49,71,city,fog,0,0,5.01,17.28
2026-03-16 04:02:17.445423,C3,12.819565752010462,77.6752013017655,32.26,63,city,clear,0,0,8.98,17.72
2026-03-16 04:02:17.445423,R1,12.978238137551207,77.53446219847706,49.69,28,rural,clear,0,0,8.02,8.9
2026-03-16 04:02:17.445423,R2,12.890130931920778,77.69454178426275,45.17,49,rural,clear,0,0,8.23,8.29
2026-03-16 05:02:17.445423,C3,12.714609541694156,77.43278468733436,15.51,76,city,rain,0,0,5.89,22.38
2026-03-16 05:02:17.445423,R2,12.903186219809319,77.40888218673858,53.97,36,rural,clear,0,0,5.42,3.13
2026-03-16 05:02:17.445423,R1,12.940261477631989,77.41468911294699,44.06,51,rural,clear,0,0,7.56,11.72
2026-03-16 05:02:17.445423,C2,12.72544578169355,77.56663851304133,13.89,92,city,rain,0,0,8.4,35.58
2026-03-16 05:02:17.445423,H2,12.896230722844706,77.69094453501167,53.87,99,highway,fog,0,0,4.2,4.73
2026-03-16 05:02:17.445423,H1,12.988963367064814,77.63460155122145,45.05,113,highway,rain,0,0,5.15,7.86
2026-03-16 05:02:17.445423,C1,12.933202938258754,77.54690992254507,13.08,79,city,fog,0,0,8.53,39.85
2026-03-16 06:02:17.445423,H1,12.804409427022854,77.65600340134321,55.44,74,highway,clear,0,0,6.93,8.69
2026-03-16 06:02:17.445423,H2,12.756278104581847,77.42544347737072,58.76,78,highway,clear,0,0,11.61,13.67
2026-03-16 06:02:17.445423,C1,12.822382585339385,77.44104638340889,30.58,56,city,clear,0,0,6.72,17.08
2026-03-16 06:02:17.445423,C2,12.740310073993918,77.50961353895974,27.96,74,city,clear,0,0,5.76,14.11
2026-03-16 06:02:17.445423,C3,12.802987738713671,77.52611453145158,16.93,77,city,fog,0,0,6.82,25.57
2026-03-16 06:02:17.445423,R1,12.770529135064198,77.497602819155,31.4,43,rural,fog,0,0,9.07,18.6
2026-03-16 06:02:17.445423,R2,12.789814987454447,77.472411618488,56.97,42,rural,clear,0,0,8.34,10.21
2026-03-16 07:02:17.445423,R2,12.796747132290319,77.4727448559085,46.98,77,rural,clear,0,0,8.07,12.99
2026-03-16 07:02:17.445423,R1,12.852450206743862,77.54685060195216,37.4,90,rural,clear,0,0,5.46,10.41
2026-03-16 07:02:17.445423,C3,12.790621470635092,77.51823773315343,22.29,114,city,clear,0,0,5.43,16.88
2026-03-16 07:02:17.445423,C2,12.793770984708575,77.41528814477246,23.68,114,city,clear,0,0,5.55,14.97
2026-03-16 07:02:17.445423,H2,12.868651220121272,77.43056824719436,31.84,149,highway,rain,0,0,7.01,17.62
2026-03-16 07:02:17.445423,H1,12.935147232812714,77.53151587757526,41.81,145,highway,clear,0,0,6.63,11.69
2026-03-16 07:02:17.445423,C1,12.987932356698765,77.43090080523905,18.87,96,city,clear,0,0,5.67,19.65
2026-03-16 08:02:17.445423,H1,12.714570786954088,77.53823088157186,32.05,153,highway,rain,0,0,7.12,16.81
2026-03-16 08:02:17.445423,H2,12.702777934546337,77.4564965924434,39.05,122,highway,clear,0,0,9.5,18.82
2026-03-16 08:02:17.445423,C1,12.877058614829837,77.65483059992692,25.23,122,city,clear,0,0,8.53,22.17
2026-03-16 08:02:17.445423,C2,12.956647462537175,77.47627904512625,22.08,114,city,fog,0,0,11.07,34.07
2026-03-16 08:02:17.445423,C3,12.943947803746033,77.49551973534854,8.0,136,city,rain,0,0,8.77,69.61
2026-03-16 08:02:17.445423,R1,12.72343251792411,77.40895043102991,37.48,85,rural,clear,0,0,4.94,12.13
2026-03-16 08:02:17.445423,R2,12.921574115937215,77.495145951339,22.11,113,rural,rain,0,0,7.91,22.07
2026-03-16 09:02:17.445423,R1,12.856069020113798,77.52238842910816,37.73,87,rural,clear,0,0,7.99,14.85
2026-03-16 09:02:17.445423,R2,12.988464888862309,77.45353252854655,33.03,75,rural,clear,0,0,3.78,8.4
2026-03-16 09:02:17.445423,C2,12.96216654937114,77.47609935196854,22.3,106,city,clear,0,0,8.26,26.27
2026-03-16 09:02:17.445423,C3,12.870081338595815,77.62752667115542,13.67,120,city,fog,0,0,7.1,32.68
2026-03-16 09:02:17.445423,C1,12.878370282667259,77.48842655796082,8.0,118,city,rain,0,0,9.49,75.13
2026-03-16 09:02:17.445423,H2,12.738072992655553,77.66919065992623,25.89,151,highway,rain,0,0,7.2,18.58
2026-03-16 09:02:17.445423,H1,12.751883180932623,77.5521878104746,38.52,142,highway,fog,0,0,11.1,21.46
2026-03-16 10:02:17.445423,H1,12.81371580851119,77.55510584605483,43.5,86,highway,rain,0,0,10.62,14.68
2026-03-16 10:02:17.445423,H2,12.971191987263412,77.6596717617963,44.21,105,highway,rain,0,0,11.17,16.76
2026-03-16 10:02:17.445423,C1,12.993767390112184,77.5131434041067,12.26,87,city,rain,0,0,8.23,46.78
2026-03-16 10:02:17.445423,C2,12.874296812124415,77.52274199328744,25.98,67,city,clear,0,0,9.32,22.9
2026-03-16 10:02:17.445423,C3,12.818232094777935,77.43933260790786,19.11,73,city,clear,0,0,8.83,27.72
2026-03-16 10:02:17.445423,R1,12.729677351531446,77.62605136890008,36.36,52,rural,rain,0,0,4.82,8.38
2026-03-16 10:02:17.445423,R2,12.84052499237403,77.47783195195636,52.32,31,rural,clear,0,0,7.63,6.53
2026-03-16 11:02:17.445423,R2,12.859255118286343,77.47452192115969,44.87,37,rural,clear,0,0,7.74,10.23
2026-03-16 11:02:17.445423,R1,12.753847621703827,77.52407037939298,52.65,35,rural,clear,0,0,9.82,14.04
2026-03-16 11:02:17.445423,C3,12.76204405825421,77.68246165702142,22.65,68,city,clear,0,0,7.64,19.98
2026-03-16 11:02:17.445423,C2,12.875268358018365,77.62053882825589,31.3,57,city,clear,0,0,7.71,15.69
2026-03-16 11:02:17.445423,C1,12.953739087340642,77.58502685372319,28.27,66,city,clear,0,0,6.88,17.49
2026-03-16 11:02:17.445423,H2,12.99471000493136,77.68589973983039,58.42,92,highway,clear,0,0,6.64,4.9
2026-03-16 11:02:17.445423,H1,12.733207622208884,77.47573088716487,53.87,89,highway,clear,0,0,7.95,12.06
2026-03-16 12:02:17.445423,H1,12.855298456386318,77.54718237465356,52.33,93,highway,clear,0,0,7.65,10.64
2026-03-16 12:02:17.445423,H2,12.985674914753705,77.5446092278759,48.76,100,highway,fog,0,0,5.2,8.26
2026-03-16 12:02:17.445423,C1,12.709016373628353,77.43568599322207,21.06,85,city,fog,0,0,9.9,30.34
2026-03-16 12:02:17.445423,C2,12.85956582740382,77.4561716833846,8.0,81,city,fog,0,0,4.05,32.7
2026-03-16 12:02:17.445423,C3,12.97619975748207,77.50241612021452,23.66,80,city,clear,0,0,11.99,31.99
2026-03-16 12:02:17.445423,R1,12.938090615158712,77.46358638332416,41.94,39,rural,fog,0,0,7.43,9.36
2026-03-16 12:02:17.445423,R2,12.784268915789246,77.41861893196204,46.67,40,rural,clear,0,0,7.29,10.5
2026-03-16 13:02:17.445423,R2,12.958189120418838,77.47400411316784,30.86,58,rural,rain,0,0,6.83,15.36
2026-03-16 13:02:17.445423,R1,12.900246976944027,77.59665532150291,26.48,61,rural,rain,0,0,10.38,24.0
2026-03-16 13:02:17.445423,C3,12.825790296378342,77.594121539443,30.66,66,city,clear,0,0,7.51,16.52
2026-03-16 13:02:17.445423,C2,12.80990064656696,77.62155321380598,30.11,72,city,clear,0,0,7.74,17.07
2026-03-16 13:02:17.445423,H2,12.98501832838733,77.50281409282648,54.4,95,highway,clear,0,0,8.76,9.46
2026-03-16 13:02:17.445423,H1,12.976555735046498,77.49574694838242,34.87,116,highway,rain,0,0,4.67,11.01
2026-03-16 13:02:17.445423,C1,12.967746306906198,77.62488558567686,18.97,75,city,fog,0,0,9.24,32.95
2026-03-16 14:02:17.445423,R2,12.944816805025848,77.65817097578831,43.69,39,rural,clear,0,0,8.41,14.5
2026-03-16 14:02:17.445423,H1,12.902420964204783,77.67309807305557,44.65,94,highway,clear,0,0,6.77,7.71
2026-03-16 14:02:17.445423,H2,12.776532079308215,77.58764344707417,52.99,99,highway,clear,0,0,6.5,10.07
2026-03-16 14:02:17.445423,C1,12.820018433840426,77.66253228399675,31.52,65,city,clear,0,0,8.85,16.72
2026-03-16 14:02:17.445423,C2,12.863364520612402,77.54694727682774,25.22,63,city,clear,0,0,6.42,17.36
2026-03-16 14:02:17.445423,C3,12.952996865728593,77.69346132922936,12.36,86,city,rain,0,0,12.39,59.81
2026-03-16 14:02:17.445423,R1,12.7720678828447,77.59344575830778,49.58,40,rural,clear,0,0,7.19,11.69
2026-03-16 15:02:17.445423,R2,12.940416830152817,77.5473772339174,32.28,58,rural,rain,0,0,9.77,18.78
2026-03-16 15:02:17.445423,R1,12.80600130852054,77.63623916238944,38.43,51,rural,rain,0,0,9.18,17.58
2026-03-16 15:02:17.445423,C3,12.918352989690614,77.69299922346498,28.24,79,city,clear,0,0,8.7,20.84
2026-03-16 15:02:17.445423,C1,12.781189645681257,77.6654547178519,8.0,76,city,rain,0,0,8.81,67.15
2026-03-16 15:02:17.445423,H2,12.826840099764038,77.58590055779095,45.76,109,highway,fog,0,0,7.2,12.27
2026-03-16 15:02:17.445423,H1,12.741498721034814,77.63230077035492,47.79,88,highway,clear,0,0,5.67,9.22
2026-03-16 15:02:17.445423,C2,12.865655478567799,77.55022984472409,8.76,89,city,rain,0,0,9.95,72.35
2026-03-16 16:02:17.445423,C3,12.725794705033284,77.45288740950663,26.7,78,city,clear,0,0,9.43,23.15
2026-03-16 16:02:17.445423,C2,12.92507979638447,77.5394038913572,28.29,53,city,clear,0,0,7.53,18.06
2026-03-16 16:02:17.445423,R1,12.896061947708093,77.53461885216038,53.69,40,rural,clear,0,0,2.6,1.67
2026-03-16 16:02:17.445423,H2,12.895677281939756,77.64693819522485,45.77,88,highway,clear,0,0,5.71,8.85
2026-03-16 16:02:17.445423,H1,12.860152003982188,77.42025554405622,50.8,90,highway,clear,0,0,7.03,9.82
2026-03-16 16:02:17.445423,C1,12.945759963788193,77.42782682322735,25.85,80,city,clear,0,0,7.57,19.05
2026-03-16 16:02:17.445423,R2,12.76623937636268,77.59682216372852,46.2,27,rural,clear,0,0,5.78,11.73
2026-03-16 17:02:17.445423,R2,12.779442153196474,77.58314552020254,37.21,83,rural,clear,0,0,2.2,3.14
2026-03-16 17:02:17.445423,C3,12.875731397546417,77.4586459528746,8.0,144,city,rain,0,0,4.85,38.56
2026-03-16 17:02:17.445423,C2,12.751588105581106,77.66707918854708,16.83,123,city,clear,0,0,9.0,37.44
2026-03-16 17:02:17.445423,R1,12.752841489751924,77.440407607477,22.09,97,rural,rain,0,0,5.74,20.96
2026-03-16 17:02:17.445423,H2,12.927373095619858,77.64798344539737,46.98,136,highway,clear,0,0,8.33,11.38
2026-03-16 17:02:17.445423,C1,12.869228541114166,77.6029957147529,13.97,114,city,clear,0,0,6.87,32.31
2026-03-16 17:02:17.445423,H1,12.913159831522803,77.40797332949919,39.87,125,highway,clear,0,0,7.27,11.94
2026-03-16 18:02:17.445423,H1,12.734597931433296,77.58587077689309,43.72,145,highway,clear,0,0,10.08,17.35
2026-03-16 18:02:17.445423,H2,12.999003163455745,77.41325253088324,42.49,140,highway,clear,0,0,8.62,15.82
2026-03-16 18:02:17.445423,C1,12.751102358097555,77.69359024317014,20.61,115,city,clear,0,0,5.91,19.56
2026-03-16 18:02:17.445423,C2,12.796325687923556,77.45796249673354,13.49,125,city,clear,0,0,10.87,50.02
2026-03-16 18:02:17.445423,C3,12.829455701106205,77.58994475464341,14.27,108,city,fog,0,0,4.38,22.03
2026-03-16 18:02:17.445423,R1,12.870380269128548,77.53854537343493,22.43,97,rural,rain,0,0,9.05,26.09
2026-03-16 18:02:17.445423,R2,12.728391930474816,77.44981878972419,27.04,103,rural,rain,0,0,6.61,16.64
2026-03-16 19:02:17.445423,R2,12.882163429148221,77.52749381569983,35.52,82,rural,clear,0,0,9.11,16.01
2026-03-16 19:02:17.445423,R1,12.96344422739666,77.51233918093467,42.0,89,rural,clear,0,0,7.0,8.06
2026-03-16 19:02:17.445423,C3,12.848977143653885,77.56094637712567,11.95,110,city,fog,0,0,5.19,26.78
2026-03-16 19:02:17.445423,C2,12.799214820023831,77.66362908593476,18.9,121,city,clear,0,0,6.62,22.85
2026-03-16 19:02:17.445423,C1,12.707959731161822,77.62303798836672,9.7,116,city,rain,0,0,7.62,49.82
2026-03-16 19:02:17.445423,H2,12.817745420279483,77.67717012016362,43.3,135,highway,clear,0,0,10.74,18.13
2026-03-16 19:02:17.445423,H1,12.77722670870361,77.64803696457712,40.13,148,highway,fog,0,0,10.57,20.94
2026-03-16 20:02:17.445423,H1,12.785319140372023,77.49113898552298,39.82,106,highway,rain,0,0,4.53,10.73
2026-03-16 20:02:17.445423,H2,12.749017510044837,77.60049922223854,57.06,77,highway,clear,0,0,9.43,11.9
2026-03-16 20:02:17.445423,C1,12.764297920856496,77.44188709625374,25.98,54,city,clear,0,0,9.25,22.85
2026-03-16 20:02:17.445423,C2,12.942690880752025,77.69232513693265,37.34,75,city,clear,0,0,7.07,11.67
2026-03-16 20:02:17.445423,C3,12.829322907291381,77.4107696658022,38.26,61,city,clear,0,0,8.15,12.91
2026-03-16 20:02:17.445423,R1,12.790529460009079,77.67089674602184,41.91,44,rural,clear,0,0,8.21,15.5
2026-03-16 20:02:17.445423,R2,12.746727301292374,77.56046944589276,40.46,44,rural,fog,0,0,6.74,12.26
2026-03-16 21:02:17.445423,R2,12.7585372723277,77.57057091441112,39.82,53,rural,fog,0,0,8.53,13.28
2026-03-16 21:02:17.445423,C3,12.979205346563386,77.58366630257818,19.38,73,city,clear,0,0,11.22,37.12
2026-03-16 21:02:17.445423,C2,12.815902437166955,77.50847970887179,21.43,79,city,clear,0,0,8.17,23.08
2026-03-16 21:02:17.445423,R1,12.854726702886415,77.68085307949205,37.84,57,rural,fog,0,0,7.09,11.65
2026-03-16 21:02:17.445423,H2,12.912353168320434,77.6490057537477,39.8,101,highway,fog,0,0,7.45,13.8
2026-03-16 21:02:17.445423,H1,12.990625696408479,77.49319625552432,48.75,93,highway,clear,0,0,10.16,16.23
2026-03-16 21:02:17.445423,C1,12.863702708224315,77.56304867852396,14.48,99,city,rain,0,0,1.77,8.82
2026-03-16 22:02:17.445423,H1,12.885336672551675,77.65924104875782,41.55,108,highway,fog,0,0,11.96,20.92
2026-03-16 22:02:17.445423,H2,12.983708095547343,77.51349294671202,39.88,106,highway,rain,0,0,10.3,17.89
2026-03-16 22:02:17.445423,C1,12.901856018405468,77.53042792404271,29.48,75,city,clear,0,0,6.96,14.27
2026-03-16 22:02:17.445423,C2,12.732193708849756,77.54929431070961,25.82,69,city,clear,0,0,1.59,3.2
2026-03-16 22:02:17.445423,C3,12.843383974221949,77.52652981881437,35.31,58,city,clear,0,0,7.21,13.85
2026-03-16 22:02:17.445423,R1,12.9944161303759,77.5407015237038,31.56,53,rural,rain,0,0,8.52,17.1
2026-03-16 22:02:17.445423,R2,12.934527114272184,77.52845095905266,44.92,58,rural,clear,0,0,11.07,16.48
2026-03-16 23:02:17.445423,R2,12.808243168425255,77.45290667292534,38.83,43,rural,clear,0,0,7.41,15.31
2026-03-16 23:02:17.445423,C3,12.744227786045675,77.482028910638,25.09,69,city,clear,0,0,5.36,13.66
2026-03-16 23:02:17.445423,C2,12.858817406207885,77.66484766981021,8.0,94,city,rain,0,0,9.26,69.24
2026-03-16 23:02:17.445423,R1,12.844336930528945,77.63466335858034,26.33,63,rural,rain,0,0,6.37,14.83
2026-03-16 23:02:17.445423,H2,12.837912839336077,77.46464854254381,42.46,108,highway,rain,0,0,7.47,9.33
2026-03-16 23:02:17.445423,H1,12.90155625658422,77.68817608875199,57.21,93,highway,clear,0,0,7.58,7.88
2026-03-16 23:02:17.445423,C1,12.968406366060345,77.48177594922477,28.0,58,city,clear,0,0,10.91,25.22
2026-03-17 00:02:17.445423,R2,12.717383603361439,77.68478805690278,47.45,28,rural,clear,0,0,6.04,9.36
2026-03-17 00:02:17.445423,C3,12.954351060167095,77.69844726408625,15.46,85,city,rain,0,0,7.97,32.49
2026-03-17 00:02:17.445423,C2,12.822208716358892,77.5704502053874,37.24,60,city,clear,0,0,5.58,11.32
2026-03-17 00:02:17.445423,R1,12.881889819457815,77.6816416062621,51.26,33,rural,clear,0,0,8.29,8.01
2026-03-17 00:02:17.445423,H2,12.979001004206415,77.54937955583667,51.61,74,highway,clear,0,0,2.0,4.13
2026-03-17 00:02:17.445423,H1,12.78184129904375,77.43926709925515,44.55,97,highway,clear,0,0,4.14,7.82
2026-03-17 00:02:17.445423,C1,12.972582473966693,77.63743544634228,25.1,79,city,clear,0,0,3.23,10.23
2026-03-17 01:02:17.445423,R1,12.907120586354651,77.69489615146077,48.39,42,rural,clear,0,0,10.66,12.45
2026-03-17 01:02:17.445423,H1,12.943596460453163,77.47941351318586,43.31,99,highway,fog,0,0,5.21,7.78
2026-03-17 01:02:17.445423,H2,12.782862209036969,77.68935566584176,46.55,95,highway,clear,0,0,7.55,11.3
2026-03-17 01:02:17.445423,C1,12.931554802968746,77.51349540426713,13.66,77,city,rain,0,0,9.56,40.21
2026-03-17 01:02:17.445423,C2,12.711593292948065,77.46239942211254,23.87,74,city,clear,0,0,7.26,17.3
2026-03-17 01:02:17.445423,C3,12.811462962521908,77.45665092614269,22.57,66,city,clear,0,0,4.68,13.5
2026-03-17 01:02:17.445423,R2,12.92637194146544,77.42933639923363,48.71,28,rural,clear,0,0,10.22,13.91
2026-03-17 02:02:17.445423,R1,12.924805858509702,77.48635646281444,50.17,28,rural,clear,0,0,7.26,11.0
2026-03-17 02:02:17.445423,R2,12.818530551264367,77.636067414435,41.11,58,rural,fog,0,0,6.73,10.63
2026-03-17 02:02:17.445423,C2,12.715160796595017,77.66022706184478,29.24,63,city,clear,0,0,7.47,17.0
2026-03-17 02:02:17.445423,C3,12.98155343768832,77.61851248972393,26.58,70,city,clear,0,0,4.56,12.44
2026-03-17 02:02:17.445423,C1,12.89177510210685,77.63487158225152,31.75,71,city,clear,0,0,2.81,9.12
2026-03-17 02:02:17.445423,H2,12.983139510431114,77.52061433944712,57.8,75,highway,clear,0,0,5.98,8.57
